item Objekt,itemLabel,P1031 Jurdiskt utskott,P7277 utskottLabel,Sveriges Riksdags dokument P8433 Protokoll som är källa,,
http://www.wikidata.org/entity/Q98031905,Slopande av fordonsskatten på bärgningsbilar,Mot. 1984/85:1538,Skatteutskottet,G80969,,
http://www.wikidata.org/entity/Q98031910,Tillfälliga resursförstärkningar till invandrarverket,Mot. 1984/85:1539,Socialförsäkringsutskottet,G80969,,
http://www.wikidata.org/entity/Q98031919,Tillfälliga resursförstärkningar till polisväsendet,Mot. 1984/85:1540,Justitieutskottet,G80969,,
http://www.wikidata.org/entity/Q98031924,Vissa utbildningsåtgärder i Älvsborgs län,Mot. 1984/85:1541,Utbildningsutskottet,G80969,,
http://www.wikidata.org/entity/Q98031928,Åtgärder för utveckling av småföretag i Älvsborgs län,Mot. 1984/85:1542,Näringsutskottet,G80969,,
http://www.wikidata.org/entity/Q98031931,Samordningsgrupper mellan länstrafikbolagen och SJ,Mot. 1984/85:1543,Trafikutskottet,G80969,,
http://www.wikidata.org/entity/Q98031937,Åtgärder mot passivt skogsägande,Mot. 1984/85:1544,Jordbruksutskottet,G80969,,
http://www.wikidata.org/entity/Q98031940,Samordnade statsbidrag för hemspråksträning i förskolan och  hemspråksundervisning i grundskolan,Mot. 1984/85:1545,Utbildningsutskottet,G80969,,
http://www.wikidata.org/entity/Q98031950,Riksdagens hus,Mot. 1984/85:1546,Konstitutionsutskottet,G80970,,
http://www.wikidata.org/entity/Q98031951,Patientdata på sjukhus,Mot. 1984/85:1547,Konstitutionsutskottet,G80970,,
http://www.wikidata.org/entity/Q98031957,Förhandsgranskning av videofilm,Mot. 1984/85:1548,Konstitutionsutskottet,G80970,,
http://www.wikidata.org/entity/Q98031964,Proklamering av en ”Kunskapens dag”,Mot. 1984/85:1549,Konstitutionsutskottet,G80970,,
http://www.wikidata.org/entity/Q98031968,Värdering av myndigheters verksamhet med hjälp av datoriserad  ärendeanalys,Mot. 1984/85:1550,Konstitutionsutskottet,G80970,,
http://www.wikidata.org/entity/Q98031975,Minskning av stödet till organisationstidskrifter,Mot. 1984/85:1551,Konstitutionsutskottet,G80970,,
http://www.wikidata.org/entity/Q98031979,Barnfilmscensuren,Mot. 1984/85:1552,Konstitutionsutskottet,G80970,,
http://www.wikidata.org/entity/Q98031982,Riksmötets öppnande m. m.,Mot. 1984/85:1553,Konstitutionsutskottet,G80970,,
http://www.wikidata.org/entity/Q98031991,Den kommunala demokratin,Mot. 1984/85:1554,Konstitutionsutskottet,G80970,,
http://www.wikidata.org/entity/Q98031995,Beteckningen ”Kunglig” i namnet på statliga myndigheter,Mot. 1984/85:1555,Konstitutionsutskottet,G80970,,
http://www.wikidata.org/entity/Q98031998,Kompensation till byggnadsingenjören Olof af Forselles,Mot. 1984/85:1556,Konstitutionsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032005,Videovåldet,Mot. 1984/85:1557,Konstitutionsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032011,Införande av republik,Mot. 1984/85:1558,Konstitutionsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032013,Förhandsgranskning av videofilm,Mot. 1984/85:1559,Konstitutionsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032022,Distributionsstöd för morgontidningar,Mot. 1984/85:1560,Konstitutionsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032023,Ansvarig utgivare för videogram,Mot. 1984/85:1561,Konstitutionsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032030,En minnestavla i riksdagshuset,Mot. 1984/85:1562,Konstitutionsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032037,Kompensation till byggnadsingenjören Olof af Forselles,Mot. 1984/85:1563,Konstitutionsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032040,Omvandling av JO-ämbetet till en fristående domstol,Mot. 1984/85:1564,Konstitutionsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032047,Nationalsången,Mot. 1984/85:1565,Konstitutionsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032053,Ändring i sekretesslagen,Mot. 1984/85:1566,Konstitutionsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032056,Inrättande i riksdagens klubbrum av en bar med fullständiga  rättigheter,Mot. 1984/85:1567,Konstitutionsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032059,Förbud mot kollektivanslutning till politiskt parti,Mot. 1984/85:1568,Konstitutionsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032064,Ett garage i anslutning till riksdagshuset,Mot. 1984/85:1569,Konstitutionsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032072,Byggnadsstyrelsens roll i lokalfrågor för försäkringskassorna,Mot. 1984/85:1570,Finansutskottet,G80970,,
http://www.wikidata.org/entity/Q98032077,Anslag till kyrkofonden,Mot. 1984/85:1571,Finansutskottet,G80970,,
http://www.wikidata.org/entity/Q98032084,"Statistiska centralbyråns partisympatiundersökningar, m. m.",Mot. 1984/85:1572,Finansutskottet,G80970,,
http://www.wikidata.org/entity/Q98032088,Införande av en 25-kronorssedel,Mot. 1984/85:1573,Finansutskottet,G80970,,
http://www.wikidata.org/entity/Q98032090,"Generella statsbidrag till kommunerna, m. m.",Mot. 1984/85:1574,Finansutskottet,G80970,,
http://www.wikidata.org/entity/Q98032097,Utjämning av skillnaderna i kommunalskatt,Mot. 1984/85:1575,Finansutskottet,G80970,,
http://www.wikidata.org/entity/Q98032104,Tävling om en ny ekonomisk verklighetsbeskrivning,Mot. 1984/85:1576,Finansutskottet,G80970,,
http://www.wikidata.org/entity/Q98032105,Skattemässig kompensation till kommuner med omfattande  fritidsbebyggelse,Mot. 1984/85:1577,Finansutskottet,G80970,,
http://www.wikidata.org/entity/Q98032110,Omvandling av byggnadsstyrelsen till fastighetsbolag,Mot. 1984/85:1578,Finansutskottet,G80970,,
https://www.wikidata.org/wiki/Q114960905,Redovisning av regeringspropositionens kostnadskonsekvenser för kommuner,Mot. 1984/85:1579,Finansutskottet,G80970,,
http://www.wikidata.org/entity/Q98032122,Utlänningars förvärv av aktier i svenska företag,Mot. 1984/85:1580,Finansutskottet,G80970,,
http://www.wikidata.org/entity/Q98032125,Ekonomisk utjämning mellan kommunerna,Mot. 1984/85:1581,Finansutskottet,G80970,,
http://www.wikidata.org/entity/Q98032131,Den ekonomiska politiken,Mot. 1984/85:1582,Finansutskottet,G80970,,
http://www.wikidata.org/entity/Q98032135,Avräkning av moms vid export av vissa filmer,Mot. 1984/85:1583,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032139,Skatteavdraget för bilresor till och från arbetet,Mot. 1984/85:1584,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032146,Avgifterna för tullförrättning,Mot. 1984/85:1585,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032154,En översyn av utlandssvenskarnas villkor,Mot. 1984/85:1586,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032163,Statsskuld—förmögenhetsbeskattning,Mot. 1984/85:1587,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032166,Sänkning av skogsvårdsavgiften,Mot. 1984/85:1588,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032172,Förmögenhetsskatten på arbetande kapital,Mot. 1984/85:1589,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032180,Skattefri försäljning vid ankomst till flygplats,Mot. 1984/85:1590,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032184,Försök med ransonering av alkohol,Mot. 1984/85:1591,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032189,Flygbensinbeskattningen,Mot. 1984/85:1592,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032195,Avveckling av ensidiga koncessioner beträffande fiskhandeln,Mot. 1984/85:1593,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032199,Ändrad sista dag för avlämnande av självdeklaration,Mot. 1984/85:1594,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032201,Likvärdiga momsregler för privat och offentlig verksamhet,Mot. 1984/85:1595,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032206,Förenklad beskattning av bankränta,Mot. 1984/85:1596,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032217,Slopande av representationsavdraget,Mot. 1984/85:1597,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032220,Avgifterna för tullförrättning,Mot. 1984/85:1598,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032223,Slopande av skatten på äldre fordon,Mot. 1984/85:1599,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032230,"Återinförande av mellanöl, m. m.",Mot. 1984/85:1600,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032234,Beskattning av börsnoterade aktier vid arv m. m.,Mot. 1984/85:1601,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032242,Exportbutik på Hässiö flygplats i Västerås,Mot. 1984/85:1602,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032249,Trädgårdsföretagares ianspråktagande av investeringsfond m. m.,Mot. 1984/85:1603,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032253,Avdragsrätten för egenföretagares pensionspremie,Mot. 1984/85:1604,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032255,Kvittning av preliminärskatt mellan makar,Mot. 1984/85:1605,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032262,Stationering vid Gotland av utsjöbevakningsfartyget Tv 172,Mot. 1984/85:1606,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032266,Förbud mot försäljning av snabbvinsatser,Mot. 1984/85:1607,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032271,Skattereduktion för att underlätta bevarande av kulturbyggnader,Mot. 1984/85:1608,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032276,Avskaffande av handelsgödselavgiften,Mot. 1984/85:1609,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032285,Beräkningen av bostadsförmånsvärde på jordbruksfastighet,Mot. 1984/85:1610,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032286,Tullen på vissa trädgårdsprodukter,Mot. 1984/85:1611,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032296,Lättnader i beskattningen av ideella föreningar,Mot. 1984/85:1612,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032301,Avdragsreglerna för traktamenten,Mot. 1984/85:1613,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032303,Slopande av viss skatt på fordon i samband med konkurs,Mot. 1984/85:1614,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032309,Ändring av reglerna för uttagande av fordons- och kilometerskatt i  samband med konkurs,Mot. 1984/85:1615,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032313,Beskattningen vid överlåtelse av villor och bostadsrätter,Mot. 1984/85:1616,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032323,Lokalisering till Karlskrona av en regional organisation för  sjöfartsverket och tullverkets kustbevakning,Mot. 1984/85:1617,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032334,Den skattemässiga behandlingen av villkorat aktieägartillskott,Mot. 1984/85:1618,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032340,Skattelättnader för idrottsutövare,Mot. 1984/85:1619,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032344,Skattebefrielse för ersättning i anslutning till förslagsverksamhet,Mot. 1984/85:1620,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032351,Avgifterna för tullförrättning,Mot. 1984/85:1621,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032356,Höjning av det skattefria beloppet vid gåva,Mot. 1984/85:1622,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032360,Avgiften på gödselmedel,Mot. 1984/85:1623,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032362,Slopande av sambeskattningen av barns och föräldrars förmögenhet,Mot. 1984/85:1624,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032367,Avgifter för tullförrättning,Mot. 1984/85:1625,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032376,Beskattningen av inkomst vid uthyrning av fritidshus,Mot. 1984/85:1626,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032384,Ändring av mervärdeskattereglerna för kommuner,Mot. 1984/85:1627,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032389,Prissättningen på alkoholdrycker vid servering,Mot. 1984/85:1628,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032406,Större skatteavdrag för vissa yrkesgrupper,Mot. 1984/85:1629,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032412,Slopande av vägtrafikskatten på bensindrivna jordbrukstraktorer,Mot. 1984/85:1630,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032414,Uttag från skogskonto,Mot. 1984/85:1631,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032422,Avsättning till skogskonto,Mot. 1984/85:1632,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032430,Avgifterna för tullförrättning,Mot. 1984/85:1633,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032435,Näringslivets bidrag till kulturlivets finansiering,Mot. 1984/85:1634,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032437,Rätt att i förtid återbetala uppskjuten realisationsvinstskatt,Mot. 1984/85:1635,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032446,Egenföretagares avdragsrätt för pensionsförsäkringspremie,Mot. 1984/85:1636,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032451,Åtgärder för att underlätta egenföretagande,Mot. 1984/85:1637,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032456,Förhandsbesked om B-skatt,Mot. 1984/85:1638,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032459,Kvittning av underskott i en kommun mot överskott i annan kommun,Mot. 1984/85:1639,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032464,Avgiften för avskrift och kopior av allmänna handlingar,Mot. 1984/85:1640,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032469,Skattepolitiken,Mot. 1984/85:1641,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032476,Skärpt förmögenhetsskatt,Mot. 1984/85:1642,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032478,Slopande av moms på livsmedel,Mot. 1984/85:1643,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032487,Befrielse från fastighetsskatt för KBT-pensionärer,Mot. 1984/85:1644,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032490,Avskrivningsregler för asfaltbeläggning,Mot. 1984/85:1645,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032498,Redovisning för löntagare av den faktiska lönekostnaden,Mot. 1984/85:1646,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032500,Vissa skattefrågor med anknytning till de regionalpolitiska  stödområdena,Mot. 1984/85:1647,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032508,S. k. semestercheckar,Mot. 1984/85:1648,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032514,Strafföreläggande vid vissa trafikbrott,Mot. 1984/85:1649,Justitieutskottet,G80970,,
http://www.wikidata.org/entity/Q98032517,översyn av vapenlagstiftningen m. m.,Mot. 1984/85:1650,Justitieutskottet,G80970,,
http://www.wikidata.org/entity/Q98032522,Omreglering av vissa polismanstjänster,Mot. 1984/85:1651,Justitieutskottet,G80970,,
http://www.wikidata.org/entity/Q98032527,Rättstrygghet och kriminalvård,Mot. 1984/85:1652,Justitieutskottet,G80970,,
http://www.wikidata.org/entity/Q98032530,Åtgärder mot prostitutionen,Mot. 1984/85:1653,Justitieutskottet,G80970,,
http://www.wikidata.org/entity/Q98032537,översyn av domstolarnas organisation,Mot. 1984/85:1654,Justitieutskottet,G80970,,
http://www.wikidata.org/entity/Q98032540,Ersättningen till vittnen i brottmål,Mot. 1984/85:1655,Justitieutskottet,G80970,,
http://www.wikidata.org/entity/Q98032549,Samhällstjänst som alternativ till fängelse,Mot. 1984/85:1656,Justitieutskottet,G80970,,
http://www.wikidata.org/entity/Q98032552,Personundersökning vid misstanke om rattfylleri,Mot. 1984/85:1657,Justitieutskottet,G80970,,
http://www.wikidata.org/entity/Q98032560,översyn av vapenlagstiftningen m. m.,Mot. 1984/85:1658,Justitieutskottet,G80970,,
http://www.wikidata.org/entity/Q98032562,Ny kriminalvårdsanstalt i Hudiksvall,Mot. 1984/85:1659,Justitieutskottet,G80970,,
http://www.wikidata.org/entity/Q98032566,Samordning av straff och körkortsindragning vid rattfylleri,Mot. 1984/85:1660,Justitieutskottet,G80970,,
http://www.wikidata.org/entity/Q98032574,Åtgärder mot narkotikamissbruket,Mot. 1984/85:1661,Justitieutskottet,G80970,,
http://www.wikidata.org/entity/Q98032577,översyn av jordabalkens bestämmelser om undersökningsplikt,Mot. 1984/85:1662,Lagutskottet,G80970,,
http://www.wikidata.org/entity/Q98032582,översyn av reglerna om införsel för fordran på underhållsbidrag,Mot. 1984/85:1663,Lagutskottet,G80970,,
http://www.wikidata.org/entity/Q98032586,Förfarandet vid uppsägning av hyresavtal,Mot. 1984/85:1664,Lagutskottet,G80970,,
http://www.wikidata.org/entity/Q98032593,Upplåtelse av lägenhet i andra hand,Mot. 1984/85:1665,Lagutskottet,G80970,,
http://www.wikidata.org/entity/Q98032596,översyn av reglerna om underhållsbidrag till barn,Mot. 1984/85:1666,Lagutskottet,G80970,,
http://www.wikidata.org/entity/Q98032604,Annonsförbud för tobaksvaror,Mot. 1984/85:1667,Lagutskottet,G80970,,
http://www.wikidata.org/entity/Q98032608,Utbetalningen av underhållsbidrag,Mot. 1984/85:1668,Lagutskottet,G80970,,
http://www.wikidata.org/entity/Q98032611,ökat antal överförmyndarnämnder,Mot. 1984/85:1669,Lagutskottet,G80970,,
http://www.wikidata.org/entity/Q98032619,En ramlagstiftning för ideella föreningar,Mot. 1984/85:1670,Lagutskottet,G80970,,
http://www.wikidata.org/entity/Q98032621,Räntan på rättegångskostnad,Mot. 1984/85:1671,Lagutskottet,G80970,,
http://www.wikidata.org/entity/Q98032629,Styrelseledamots ansvar för skatt m. m. vid aktiebolags  betalningsinställelse,Mot. 1984/85:1672,Skatteutskottet,G80970,,
http://www.wikidata.org/entity/Q98032635,Värderingen av ideella föreningars anläggningstillgångar,Mot. 1984/85:1673,Lagutskottet,G80970,,
http://www.wikidata.org/entity/Q98032637,Biståndsinriktad forskning inom livsmedelssektorn,Mot. 1984/85:1674,Utrikesutskottet,G80970,,
http://www.wikidata.org/entity/Q98032645,"Statsbidraget till information om mellanfolkligt samarbete,  nedrustningssträvanden och andra utrikespolitiska frågor",Mot. 1984/85:1675,Utrikesutskottet,G80970,,
http://www.wikidata.org/entity/Q98032648,Sveriges relationer till Israel,Mot. 1984/85:1676,Utrikesutskottet,G80970,,
http://www.wikidata.org/entity/Q98032655,Norden som hemmamarknad,Mot. 1984/85:1677,Utrikesutskottet,G80970,,
http://www.wikidata.org/entity/Q98032661,U-landsbiståndets inriktning och användning,Mot. 1984/85:1678,Utrikesutskottet,G80970,,
http://www.wikidata.org/entity/Q98032669,Nedrustning,Mot. 1984/85:1679,Utrikesutskottet,G80970,,
http://www.wikidata.org/entity/Q98032677,Det svenska biståndet till Nicaragua,Mot. 1984/85:1680,Utrikesutskottet,G80970,,
http://www.wikidata.org/entity/Q98032679,Biståndet till Zimbabwe,Mot. 1984/85:1681,Utrikesutskottet,G80970,,
http://www.wikidata.org/entity/Q98032686,Praxis för diplomatutbytet med andra länder,Mot. 1984/85:1682,Utrikesutskottet,G80970,,
http://www.wikidata.org/entity/Q98032691,Biståndet till Västra Sahara,Mot. 1984/85:1683,Utrikesutskottet,G80970,,
http://www.wikidata.org/entity/Q98032695,Biståndet till u-ländernas kvinnor,Mot. 1984/85:1684,Utrikesutskottet,G80970,,
http://www.wikidata.org/entity/Q98032702,Riktlinjer för katastrofbiståndet,Mot. 1984/85:1685,Utrikesutskottet,G80970,,
http://www.wikidata.org/entity/Q98032709,Förhandlingar med Sovjetunionen om fisket öster om Gotland,Mot. 1984/85:1686,Utrikesutskottet,G80970,,
http://www.wikidata.org/entity/Q98032714,Situationen i Iran,Mot. 1984/85:1687,Utrikesutskottet,G80970,,
http://www.wikidata.org/entity/Q98032718,Ökenspridning och nomadism i Östafrika,Mot. 1984/85:1688,Utrikesutskottet,G80970,,
http://www.wikidata.org/entity/Q98032723,U-landsbiståtidets inriktning och utveckling,Mot. 1984/85:1689,Utrikesutskottet,G80970,,
http://www.wikidata.org/entity/Q98032734,Utökat stöd till kooperativt bistånd till Tanzania och Etiopien,Mot. 1984/85:1690,Utrikesutskottet,G80970,,
http://www.wikidata.org/entity/Q98032738,Ökat humanitärt bistånd till Latinamerika,Mot. 1984/85:1691,Utrikesutskottet,G80970,,
http://www.wikidata.org/entity/Q98032742,Bidrag till information om fred och nedrustning m. m.,Mot. 1984/85:1692,Utrikesutskottet,G80970,,
http://www.wikidata.org/entity/Q98032747,"Sovjetiska judars rätt till repatriering till Israel, m. m.",Mot. 1984/85:1693,Utrikesutskottet,G80970,,
http://www.wikidata.org/entity/Q98032755,Bistånd till Sydostasien,Mot. 1984/85:1694,Utrikesutskottet,G80970,,
http://www.wikidata.org/entity/Q98032758,Anslagen till fredsorganisationer och fredsinformation,Mot. 1984/85:1695,Utrikesutskottet,G80970,,
http://www.wikidata.org/entity/Q98032765,Den politiska situationen i Turkiet,Mot. 1984/85:1696,Utrikesutskottet,G80970,,
http://www.wikidata.org/entity/Q98032771,Nedrustning,Mot. 1984/85:1697,Utrikesutskottet,G80970,,
http://www.wikidata.org/entity/Q98032773,Materiel till hemvärnet,Mot. 1984/85:1698,Försvarsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032777,Utbildning av värnpliktiga för skydd mot sabotageförband,Mot. 1984/85:1699,Försvarsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032782,Utökning av marinens värnpliktsram,Mot. 1984/85:1700,Försvarsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032790,Rationaliseringsåtgärder inom försvaret vid försäljning av  fastigheter,Mot. 1984/85:1701,Försvarsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032795,Bemyndigande att avkorta reservofficers tjänstgöringsskyldighet,Mot. 1984/85:1702,Försvarsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032798,Försvarsutvecklingen på västkusten,Mot. 1984/85:1703,Försvarsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032803,Försvaret av övre Norrland m. m.,Mot. 1984/85:1704,Försvarsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032811,Försvars- och säkerhetspolitiken,Mot. 1984/85:1705,Försvarsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032815,Frivilligorganisationernas tjänstebrevsrätt,Mot. 1984/85:1706,Försvarsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032819,Skyddet mot desinformation,Mot. 1984/85:1707,Försvarsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032823,Behovet av psykologer inom totalförsvaret,Mot. 1984/85:1708,Försvarsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032828,Ekonomiskt försvar,Mot. 1984/85:1709,Försvarsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032836,Översyn av vapenfrilagen,Mot. 1984/85:1710,Försvarsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032842,Försvarspolitiken,Mot. 1984/85:1711,Försvarsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032846,Översyn av bestämmelserna om arbetsskadelivränta,Mot. 1984/85:1712,Socialförsäkringsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032852,Samordning mellan försäkringskassan och färdtjänsten,Mot. 1984/85:1713,Socialförsäkringsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032854,Sveriges återinträde i Intergovernmental Committee for Migration  (ICM),Mot. 1984/85:1714,Socialförsäkringsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032858,Avvisande av asylsökande utan pass,Mot. 1984/85:1715,Socialförsäkringsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032863,"Stöd till förståndshandikappads skolgång, m. m.",Mot. 1984/85:1716,Socialförsäkringsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032870,Begränsning av rätten till hustrutillägg,Mot. 1984/85:1717,Socialförsäkringsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032875,Auktoriserade externrevisorer hos försäkringskassorna,Mot. 1984/85:1718,Socialförsäkringsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032879,Samordning mellan delpension och privat tjänstepension,Mot. 1984/85:1719,Socialförsäkringsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032884,Reseersättning som alternativ till sjukpenning,Mot. 1984/85:1720,Socialförsäkringsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032892,Översyn av reglerna för utbetalande av änkepension,Mot. 1984/85:1721,Socialförsäkringsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032895,Åtgärder för att rekrytera läkare och tandläkare till glesbygd,Mot. 1984/85:1722,Socialförsäkringsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032903,Debiteringen av sociala avgifter för utländska gästföreläsare,Mot. 1984/85:1723,Socialförsäkringsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032905,Ändring av sjukkassans regler för sjukresor från Gotland,Mot. 1984/85:1724,Socialförsäkringsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032910,Undantag för idrottsrörelsen från uppbörd av sociala avgifter,Mot. 1984/85:1725,Socialförsäkringsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032914,Sjukskrivningen av patienter som genomgår behandling utomlands,Mot. 1984/85:1726,Socialförsäkringsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032921,Sjukersättning för anställda vid skyddade verkstäder,Mot. 1984/85:1727,Socialförsäkringsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032927,Skogsägares egenavgifter,Mot. 1984/85:1728,Socialförsäkringsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032932,Studiestöd för utbildning vid Sätergläntan,Mot. 1984/85:1729,Socialförsäkringsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032935,Vårdbidrag för barn med diabetes,Mot. 1984/85:1730,Socialförsäkringsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032941,Sjukpenningen vid utlandsvistelse,Mot. 1984/85:1731,Socialförsäkringsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032946,De värnpliktigas försäkringsskydd,Mot. 1984/85:1732,Socialförsäkringsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032953,Sjukgymnasters anslutning till sjukförsäkringen,Mot. 1984/85:1733,Socialförsäkringsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032956,Höjda fribeloppsgränser för reducerat studiemedelsbelopp,Mot. 1984/85:1734,Socialförsäkringsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032961,Högkostnadsskyddet inom den allmänna försäkringen,Mot. 1984/85:1735,Socialförsäkringsutskottet,G80970,,
http://www.wikidata.org/entity/Q98032968,"Enhetliga vårdbidragsregler för barn och ungdom med diabetes,  m. m.",Mot. 1984/85:1736,Socialförsäkringsutskottet,G80970,,
